t	zoom	rot	act	bright	sat	cut	onset	low	mid	high	rms	beatRank
0.000	0.0000	0.0000	0.0000	0.0444	0.5189	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	16
0.067	1.3363	-0.0091	0.0455	0.0600	0.5790	0.0983	0.0000	0.0000	0.0000	0.0000	0.0000	0
0.133	1.1739	0.0065	0.0726	0.0766	0.6237	0.1127	0.0000	0.0000	0.0000	0.0000	0.0000	0
0.200	0.9860	0.0007	0.0792	0.0806	0.5964	0.0140	0.0000	0.0000	0.0000	0.0000	0.0000	0
0.267	2.7126	0.0096	0.0737	0.0451	0.4888	0.2456	0.0000	0.0000	0.0000	0.0000	0.0000	0
0.333	-1.1725	-0.5796	0.0377	0.0292	0.3907	0.0605	0.0000	0.0000	0.0000	0.0000	0.0000	0
0.400	2.9227	2.1209	0.0249	0.0263	0.3837	0.0230	0.0000	0.0000	0.0000	0.0000	0.0000	0
0.467	1.1824	-3.5572	0.0274	0.0338	0.4061	0.0113	0.0000	0.0000	0.0000	0.0000	0.0000	1
0.533	0.3096	-0.0188	0.0210	0.0376	0.4472	0.0211	0.0000	0.0000	0.0000	0.0000	0.0000	0
0.600	0.4788	4.1888	0.0232	0.0393	0.5025	0.0061	0.0000	0.0000	0.0000	0.0000	0.0000	0
0.667	1.6850	0.0439	0.0244	0.0277	0.4567	0.0015	0.0000	0.0000	0.0000	0.0000	0.0000	0
0.733	0.1441	-2.9106	0.0152	0.0209	0.3816	0.0022	0.0000	0.0000	0.0000	0.0000	0.0000	0
0.800	0.1365	-0.0772	0.0141	0.0096	0.1959	0.0020	0.0000	0.0000	0.0000	0.0000	0.0000	0
0.867	-0.0173	-0.0362	0.0047	0.0081	0.1523	0.0010	0.0000	0.0000	0.0000	0.0000	0.0000	0
0.933	0.9022	-0.0257	0.0038	0.0089	0.0730	0.0020	0.0000	0.0000	0.0000	0.0000	0.0000	0
1.000	1.8257	-3.0828	0.0016	0.0088	0.0605	0.0255	0.0000	0.0000	0.0000	0.0000	0.0000	2
1.067	1.0093	-0.0120	0.0017	0.0104	0.0771	0.0716	0.0000	0.0000	0.0000	0.0000	0.0000	0
1.133	0.0168	3.1301	0.0471	0.0567	0.1830	0.2875	0.0000	0.0000	0.0000	0.0000	0.0000	0
1.200	0.0069	0.0016	0.0745	0.1291	0.2678	0.2713	0.0000	0.0000	0.0000	0.0000	0.0000	0
1.267	0.5681	-0.0046	0.2252	0.3511	0.3271	0.6319	0.0000	0.0000	0.0000	0.0000	0.0000	0
