t	zoom	rot	act	bright	sat	cut	onset	low	mid	high	rms	beatRank
0.000	0.0000	0.0000	0.0000	0.4631	0.3253	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	16
0.067	-0.2283	-4.1888	0.1947	0.3256	0.3130	0.7179	0.0000	0.0000	0.0000	0.0000	0.0000	0
0.133	-1.7983	0.0004	0.1190	0.2162	0.2671	0.4049	0.0000	0.0000	0.0000	0.0000	0.0000	0
0.200	-3.6575	0.0016	0.1444	0.0801	0.2151	0.6152	0.0000	0.0000	0.0000	0.0000	0.0000	0
0.267	-3.6575	-4.1888	0.0446	0.0479	0.1866	0.1358	0.0000	0.0000	0.0000	0.0000	0.0000	0
0.333	-2.2059	2.1344	0.0172	0.0454	0.2374	0.0044	0.0000	0.0000	0.0000	0.0000	0.0000	0
0.400	-3.6575	-4.1888	0.0206	0.0437	0.3713	0.0230	0.0000	0.0000	0.0000	0.0000	0.0000	0
0.467	-0.4440	-0.8680	0.0274	0.0509	0.4653	0.0804	0.0000	0.0000	0.0000	0.0000	0.0000	1
0.533	-3.2309	-2.0249	0.0472	0.0544	0.4640	0.0360	0.0000	0.0000	0.0000	0.0000	0.0000	0
0.600	3.0951	1.9064	0.0583	0.0576	0.4991	0.0882	0.0000	0.0000	0.0000	0.0000	0.0000	0
0.667	3.6575	0.0114	0.0641	0.0757	0.5505	0.1218	0.0000	0.0000	0.0000	0.0000	0.0000	0
0.733	-1.6219	-1.9056	0.0832	0.0868	0.6544	0.1270	0.0000	0.0000	0.0000	0.0000	0.0000	0
0.800	-1.4454	-0.0011	0.0756	0.0777	0.6557	0.0287	0.0000	0.0000	0.0000	0.0000	0.0000	0
0.867	-1.3915	0.0003	0.0616	0.0568	0.5948	0.1316	0.0000	0.0000	0.0000	0.0000	0.0000	0
0.933	-0.5016	0.0030	0.0454	0.0479	0.5854	0.1392	0.0000	0.0000	0.0000	0.0000	0.0000	0
1.000	0.0131	0.0007	0.0302	0.0483	0.5841	0.0576	0.0000	0.0000	0.0000	0.0000	0.0000	2
1.067	0.0781	0.0106	0.0446	0.0608	0.5827	0.0556	0.0000	0.0000	0.0000	0.0000	0.0000	0
1.133	0.0922	-0.0022	0.0331	0.0650	0.5865	0.0252	0.0000	0.0000	0.0000	0.0000	0.0000	0
1.200	0.4688	-0.0014	0.0555	0.0686	0.5129	0.0517	0.0000	0.0000	0.0000	0.0000	0.0000	0
1.267	0.6736	0.0090	0.0845	0.0939	0.4656	0.1199	0.0000	0.0000	0.0000	0.0000	0.0000	0
1.333	0.2899	-0.0037	0.0854	0.0681	0.5563	0.1083	0.0000	0.0000	0.0000	0.0000	0.0000	0
1.400	0.0328	0.0063	0.0849	0.0963	0.5103	0.0667	0.0000	0.0000	0.0000	0.0000	0.0000	0
1.467	0.3672	0.9107	0.0930	0.1163	0.4945	0.0463	0.0000	0.0000	0.0000	0.0000	0.0000	1
1.533	0.1863	-2.5338	0.1309	0.1525	0.4406	0.0767	0.0000	0.0000	0.0000	0.0000	0.0000	0
1.600	0.4566	-2.6248	0.1567	0.1915	0.3928	0.1225	0.0000	0.0000	0.0000	0.0000	0.0000	0
1.667	0.1621	1.4096	0.1547	0.2034	0.3689	0.0240	0.0000	0.0000	0.0000	0.0000	0.0000	0
1.733	-0.5617	-0.0089	0.1833	0.0334	0.5350	0.4853	0.0000	0.0000	0.0000	0.0000	0.0000	0
1.800	-3.6575	-1.8041	0.0371	0.0348	0.5057	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0
1.867	-1.3631	3.7018	0.0432	0.0405	0.4729	0.0304	0.0000	0.0000	0.0000	0.0000	0.0000	0
1.933	-1.6292	4.1888	0.0330	0.0393	0.4478	0.0453	0.0000	0.0000	0.0000	0.0000	0.0000	0
2.000	-1.5053	4.1888	0.0237	0.0371	0.3887	0.0186	0.0000	0.0000	0.0000	0.0000	0.0000	4
2.067	0.0935	-3.5878	0.0229	0.0249	0.3475	0.0098	0.0000	0.0000	0.0000	0.0000	0.0000	0
2.133	0.1090	-0.0002	0.0100	0.0191	0.3299	0.0039	0.0000	0.0000	0.0000	0.0000	0.0000	0
2.200	1.4141	0.0031	0.0123	0.0224	0.2897	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0
2.267	-0.1805	3.5508	0.0219	0.0388	0.2987	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0
2.333	0.0053	4.1888	0.0186	0.0369	0.3074	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0
2.400	0.0424	0.0277	0.0253	0.0282	0.3169	0.0502	0.0000	0.0000	0.0000	0.0000	0.0000	0
2.467	-1.0745	1.2241	0.0217	0.0212	0.3301	0.0145	0.0000	0.0000	0.0000	0.0000	0.0000	1
2.533	-1.4373	2.5175	0.0178	0.0212	0.3329	0.0189	0.0000	0.0000	0.0000	0.0000	0.0000	0
2.600	-1.7743	-0.0288	0.0250	0.0370	0.3867	0.0539	0.0000	0.0000	0.0000	0.0000	0.0000	0
2.667	-1.1178	-1.4212	0.0333	0.0441	0.4013	0.0265	0.0000	0.0000	0.0000	0.0000	0.0000	0
2.733	-1.4717	2.7113	0.0533	0.0648	0.4156	0.0711	0.0000	0.0000	0.0000	0.0000	0.0000	0
2.800	-0.6112	-1.5799	0.0650	0.0671	0.4465	0.0130	0.0000	0.0000	0.0000	0.0000	0.0000	0
2.867	3.6575	4.1888	0.1069	0.1025	0.4672	0.0912	0.0000	0.0000	0.0000	0.0000	0.0000	0
2.933	-1.2759	1.8179	0.1418	0.1221	0.4222	0.0770	0.0000	0.0000	0.0000	0.0000	0.0000	0
3.000	-0.4342	-0.8693	0.1165	0.1300	0.4075	0.0360	0.0000	0.0000	0.0000	0.0000	0.0000	2
3.067	-1.1052	1.7875	0.1688	0.1735	0.3971	0.1311	0.0000	0.0000	0.0000	0.0000	0.0000	0
3.133	-0.0617	0.8693	0.1378	0.1775	0.3616	0.0517	0.0000	0.0000	0.0000	0.0000	0.0000	0
3.200	-1.4466	-1.9225	0.1524	0.1709	0.3370	0.1588	0.0000	0.0000	0.0000	0.0000	0.0000	0
3.267	-1.0259	-1.6764	0.1395	0.1647	0.3552	0.0608	0.0000	0.0000	0.0000	0.0000	0.0000	0
3.333	-0.7089	0.4364	0.1044	0.1430	0.3733	0.0395	0.0000	0.0000	0.0000	0.0000	0.0000	0
3.400	-1.4166	-1.4681	0.0996	0.1275	0.3606	0.0551	0.0000	0.0000	0.0000	0.0000	0.0000	0
3.467	-1.0080	-0.0011	0.0634	0.1290	0.3361	0.0294	0.0000	0.0000	0.0000	0.0000	0.0000	1
3.533	-0.9205	0.0023	0.0510	0.1243	0.2888	0.0819	0.0000	0.0000	0.0000	0.0000	0.0000	0
3.600	-0.5160	0.0080	0.0384	0.1230	0.2965	0.0711	0.0000	0.0000	0.0000	0.0000	0.0000	0
3.667	-0.1234	-0.0070	0.0221	0.1251	0.1645	0.0510	0.0000	0.0000	0.0000	0.0000	0.0000	0
3.733	0.3423	-0.0017	0.0305	0.1379	0.1906	0.0828	0.0000	0.0000	0.0000	0.0000	0.0000	0
3.800	0.3361	0.0036	0.0209	0.1489	0.2009	0.0591	0.0000	0.0000	0.0000	0.0000	0.0000	0
3.867	0.6161	-0.0076	0.0515	0.1925	0.2171	0.2341	0.0000	0.0000	0.0000	0.0000	0.0000	0
3.933	0.9616	-0.0046	0.0936	0.2702	0.2475	0.2983	0.0000	0.0000	0.0000	0.0000	0.0000	0
4.000	0.7131	-0.0039	0.0663	0.3173	0.2816	0.1397	0.0000	0.0000	0.0000	0.0000	0.0000	8
4.067	2.3418	0.0037	0.1716	0.4094	0.3191	0.0740	0.0000	0.0000	0.0000	0.0000	0.0000	0
4.133	0.6932	-0.0021	0.1026	0.4364	0.3151	0.0571	0.0000	0.0000	0.0000	0.0000	0.0000	0
4.200	3.6575	-0.0036	0.1810	0.3713	0.2762	0.2341	0.0000	0.0000	0.0000	0.0000	0.0000	0
4.267	1.6180	0.0052	0.1879	0.1873	0.2615	0.4297	0.0000	0.0000	0.0000	0.0000	0.0000	0
4.333	0.3281	0.0019	0.0886	0.1003	0.2119	0.2150	0.0000	0.0000	0.0000	0.0000	0.0000	0
4.400	2.8528	0.0910	0.0837	0.0175	0.1126	0.2907	0.0000	0.0000	0.0000	0.0000	0.0000	0
4.467	1.1328	0.0223	0.0081	0.0111	0.0677	0.0005	0.0000	0.0000	0.0000	0.0000	0.0000	1
4.533	1.6117	-2.0352	0.0038	0.0089	0.0556	0.0012	0.0000	0.0000	0.0000	0.0000	0.0000	0
4.600	1.8430	-4.1888	0.0013	0.0089	0.0581	0.0005	0.0000	0.0000	0.0000	0.0000	0.0000	0
4.667	1.0683	-0.4409	0.0017	0.0099	0.0807	0.0010	0.0000	0.0000	0.0000	0.0000	0.0000	0
4.733	2.1271	4.1888	0.0066	0.0145	0.1606	0.0012	0.0000	0.0000	0.0000	0.0000	0.0000	0
4.800	1.1306	-2.2289	0.0070	0.0177	0.2209	0.0059	0.0000	0.0000	0.0000	0.0000	0.0000	0
4.867	-1.9988	-4.1888	0.0147	0.0258	0.3521	0.0260	0.0000	0.0000	0.0000	0.0000	0.0000	0
4.933	2.4494	-4.1888	0.0201	0.0284	0.4693	0.0289	0.0000	0.0000	0.0000	0.0000	0.0000	0
5.000	3.6575	-1.6111	0.0235	0.0289	0.4818	0.0186	0.0000	0.0000	0.0000	0.0000	0.0000	2
5.067	3.6575	4.1888	0.0276	0.0329	0.5012	0.0230	0.0000	0.0000	0.0000	0.0000	0.0000	0
5.133	3.0141	-2.7837	0.0262	0.0342	0.4330	0.0245	0.0000	0.0000	0.0000	0.0000	0.0000	0
5.200	-3.6575	-0.0115	0.0303	0.0342	0.4510	0.0314	0.0000	0.0000	0.0000	0.0000	0.0000	0
5.267	0.4851	2.5615	0.0636	0.0764	0.5575	0.2850	0.0000	0.0000	0.0000	0.0000	0.0000	0
5.333	-3.6575	-4.1888	0.0699	0.0834	0.5568	0.0243	0.0000	0.0000	0.0000	0.0000	0.0000	0
5.400	-3.0786	2.1896	0.0834	0.0834	0.6082	0.0593	0.0000	0.0000	0.0000	0.0000	0.0000	0
5.467	0.5509	2.0598	0.0726	0.0826	0.6313	0.0498	0.0000	0.0000	0.0000	0.0000	0.0000	1
5.533	0.6590	-0.4047	0.0687	0.0707	0.6272	0.1782	0.0000	0.0000	0.0000	0.0000	0.0000	0
5.600	-0.6779	1.5666	0.0638	0.0627	0.5929	0.1225	0.0000	0.0000	0.0000	0.0000	0.0000	0
5.667	-0.1644	0.0038	0.0397	0.0577	0.5465	0.0833	0.0000	0.0000	0.0000	0.0000	0.0000	0
5.733	-0.2751	-0.0030	0.0448	0.0607	0.4830	0.0561	0.0000	0.0000	0.0000	0.0000	0.0000	0
5.800	-0.0303	-0.0014	0.0405	0.0627	0.4415	0.0218	0.0000	0.0000	0.0000	0.0000	0.0000	0
5.867	-0.2449	0.3167	0.0545	0.0672	0.3769	0.0260	0.0000	0.0000	0.0000	0.0000	0.0000	0
5.933	0.0180	-0.0053	0.0534	0.0739	0.3241	0.0284	0.0000	0.0000	0.0000	0.0000	0.0000	0
6.000	0.1072	-0.0010	0.0395	0.0783	0.3496	0.0596	0.0000	0.0000	0.0000	0.0000	0.0000	4
6.067	0.3120	-0.0005	0.0618	0.0979	0.3646	0.2725	0.0000	0.0000	0.0000	0.0000	0.0000	0
6.133	0.1774	-0.0027	0.0481	0.1148	0.3635	0.1228	0.0000	0.0000	0.0000	0.0000	0.0000	0
6.200	0.4522	-0.3092	0.0793	0.1596	0.3496	0.1593	0.0000	0.0000	0.0000	0.0000	0.0000	0
6.267	0.4791	-0.0032	0.0771	0.1928	0.3337	0.1078	0.0000	0.0000	0.0000	0.0000	0.0000	0
6.333	0.0741	0.0014	0.0468	0.1924	0.3243	0.0542	0.0000	0.0000	0.0000	0.0000	0.0000	0
6.400	-0.3912	0.0023	0.0749	0.1678	0.3369	0.1221	0.0000	0.0000	0.0000	0.0000	0.0000	0
6.467	-0.2142	-0.0024	0.0532	0.1492	0.3619	0.1277	0.0000	0.0000	0.0000	0.0000	0.0000	1
6.533	-0.3090	0.0046	0.0794	0.1294	0.4007	0.1583	0.0000	0.0000	0.0000	0.0000	0.0000	0
6.600	0.1089	-0.0108	0.0773	0.1310	0.4408	0.1066	0.0000	0.0000	0.0000	0.0000	0.0000	0
6.667	0.1753	0.0010	0.0739	0.1337	0.4615	0.0706	0.0000	0.0000	0.0000	0.0000	0.0000	0
6.733	0.5220	-0.0006	0.1041	0.1415	0.4729	0.0748	0.0000	0.0000	0.0000	0.0000	0.0000	0
6.800	0.8458	-0.0125	0.0964	0.1463	0.4734	0.0142	0.0000	0.0000	0.0000	0.0000	0.0000	0
6.867	3.6575	-1.4634	0.1438	0.1759	0.4448	0.0397	0.0000	0.0000	0.0000	0.0000	0.0000	0
6.933	3.6575	4.1888	0.1974	0.2297	0.4041	0.1306	0.0000	0.0000	0.0000	0.0000	0.0000	0
7.000	1.1073	-0.9427	0.1632	0.1896	0.4007	0.0701	0.0000	0.0000	0.0000	0.0000	0.0000	2
7.067	2.2700	-2.0507	0.1603	0.1826	0.3607	0.0662	0.0000	0.0000	0.0000	0.0000	0.0000	0
7.133	0.7431	0.0022	0.0933	0.1647	0.3517	0.1201	0.0000	0.0000	0.0000	0.0000	0.0000	0
7.200	0.9130	-4.1888	0.1157	0.1891	0.3570	0.0775	0.0000	0.0000	0.0000	0.0000	0.0000	0
7.267	1.3056	2.3648	0.1244	0.1617	0.4075	0.1051	0.0000	0.0000	0.0000	0.0000	0.0000	0
7.333	0.5809	0.4803	0.0995	0.1115	0.4416	0.1765	0.0000	0.0000	0.0000	0.0000	0.0000	0
7.400	2.6272	-1.9208	0.0902	0.0635	0.4585	0.0978	0.0000	0.0000	0.0000	0.0000	0.0000	0
7.467	1.4227	-4.1888	0.0457	0.0545	0.4806	0.0478	0.0000	0.0000	0.0000	0.0000	0.0000	1
7.533	3.2938	-4.1888	0.0472	0.0481	0.5057	0.1118	0.0000	0.0000	0.0000	0.0000	0.0000	0
7.600	3.6575	-0.0077	0.0428	0.0487	0.5801	0.0684	0.0000	0.0000	0.0000	0.0000	0.0000	0
7.667	1.7648	-2.1664	0.0395	0.0462	0.5665	0.0172	0.0000	0.0000	0.0000	0.0000	0.0000	0
7.733	0.0882	-4.1888	0.0405	0.0376	0.5250	0.0696	0.0000	0.0000	0.0000	0.0000	0.0000	0
7.800	2.1627	-2.1338	0.0341	0.0349	0.5248	0.0821	0.0000	0.0000	0.0000	0.0000	0.0000	0
7.867	-3.6575	3.9154	0.0391	0.0334	0.4533	0.0630	0.0000	0.0000	0.0000	0.0000	0.0000	0
7.933	-1.0212	3.7246	0.0368	0.0372	0.4766	0.0127	0.0000	0.0000	0.0000	0.0000	0.0000	0
8.000	-3.6575	1.9677	0.0332	0.0396	0.4814	0.0083	0.0000	0.0000	0.0000	0.0000	0.0000	16
8.067	-3.6575	-4.1888	0.0313	0.0364	0.4273	0.0429	0.0000	0.0000	0.0000	0.0000	0.0000	0
8.133	-0.0468	-1.7264	0.0185	0.0314	0.4061	0.0191	0.0000	0.0000	0.0000	0.0000	0.0000	0
8.200	1.2436	1.5938	0.0210	0.0200	0.3398	0.0093	0.0000	0.0000	0.0000	0.0000	0.0000	0
8.267	0.2408	1.1992	0.0177	0.0263	0.2570	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0
8.333	-0.0049	1.8345	0.0159	0.0298	0.2812	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0
8.400	0.1105	-3.4462	0.0257	0.0311	0.3099	0.0493	0.0000	0.0000	0.0000	0.0000	0.0000	0
8.467	-0.4347	1.6010	0.0242	0.0202	0.2655	0.0186	0.0000	0.0000	0.0000	0.0000	0.0000	1
8.533	-0.3397	2.7151	0.0189	0.0183	0.2496	0.0098	0.0000	0.0000	0.0000	0.0000	0.0000	0
8.600	-1.1675	-0.0580	0.0291	0.0385	0.3027	0.0392	0.0000	0.0000	0.0000	0.0000	0.0000	0
8.667	0.6406	-1.7902	0.0408	0.0473	0.3071	0.0297	0.0000	0.0000	0.0000	0.0000	0.0000	0
8.733	-1.2815	3.7275	0.0468	0.0525	0.3576	0.0426	0.0000	0.0000	0.0000	0.0000	0.0000	0
8.800	-0.6191	2.6097	0.0562	0.0481	0.3856	0.0098	0.0000	0.0000	0.0000	0.0000	0.0000	0
8.867	3.1338	4.1888	0.1026	0.1046	0.3486	0.0900	0.0000	0.0000	0.0000	0.0000	0.0000	0
8.933	-1.1377	-4.1888	0.1223	0.1314	0.3142	0.0350	0.0000	0.0000	0.0000	0.0000	0.0000	0
9.000	-0.1585	0.9642	0.0943	0.1379	0.3171	0.0892	0.0000	0.0000	0.0000	0.0000	0.0000	2
9.067	-1.2465	0.9029	0.0911	0.1467	0.3295	0.1647	0.0000	0.0000	0.0000	0.0000	0.0000	0
9.133	-0.3732	-0.2865	0.0703	0.1641	0.3315	0.0929	0.0000	0.0000	0.0000	0.0000	0.0000	0
9.200	-1.2547	0.5137	0.0971	0.1648	0.3237	0.1037	0.0000	0.0000	0.0000	0.0000	0.0000	0
9.267	-1.0656	-0.0055	0.0892	0.1512	0.3273	0.0414	0.0000	0.0000	0.0000	0.0000	0.0000	0
9.333	-0.6688	0.3302	0.0519	0.1479	0.3460	0.0397	0.0000	0.0000	0.0000	0.0000	0.0000	0
9.400	-0.7776	-0.0016	0.0582	0.1535	0.3262	0.1490	0.0000	0.0000	0.0000	0.0000	0.0000	0
9.467	-0.4471	0.0015	0.0368	0.1476	0.3101	0.0478	0.0000	0.0000	0.0000	0.0000	0.0000	1
9.533	-0.4509	-0.0008	0.0343	0.1457	0.3005	0.1169	0.0000	0.0000	0.0000	0.0000	0.0000	0
9.600	-0.0875	-0.0035	0.0242	0.1443	0.2446	0.0912	0.0000	0.0000	0.0000	0.0000	0.0000	0
9.667	0.2683	0.0024	0.0117	0.1450	0.1929	0.0350	0.0000	0.0000	0.0000	0.0000	0.0000	0
9.733	0.5168	-0.0109	0.0190	0.1500	0.1819	0.0630	0.0000	0.0000	0.0000	0.0000	0.0000	0
9.800	0.4580	-0.0002	0.0109	0.1539	0.1803	0.0387	0.0000	0.0000	0.0000	0.0000	0.0000	0
9.867	0.8861	0.0025	0.0265	0.1700	0.2001	0.1083	0.0000	0.0000	0.0000	0.0000	0.0000	0
9.933	1.2369	0.0063	0.0561	0.2084	0.2600	0.2167	0.0000	0.0000	0.0000	0.0000	0.0000	0
